SAMPLING DATE,SO2 µg/m3,NO2 µg/m3,PM10 µg/m3,PM2.5 µg/m3,AQI,City
2018-09-25,2.0,11.0,60.0,23.0,60.0,Mapusa
2018-09-27,2.0,11.0,56.0,23.0,56.0,Mapusa
2018-03-10,2.0,11.0,41.0,23.0,41.0,Mapusa
2018-05-10,2.0,11.0,51.0,23.0,51.0,Mapusa
2018-09-10,2.0,10.0,39.0,23.0,39.0,Mapusa
2018-11-10,2.0,15.0,84.0,23.0,84.0,Mapusa
2018-10-16,2.0,11.0,52.0,23.0,52.0,Mapusa
2018-10-19,2.0,11.0,23.0,23.0,23.0,Mapusa
2018-10-23,2.0,11.0,87.0,23.0,87.0,Mapusa
2018-10-25,2.0,11.0,72.0,23.0,72.0,Mapusa
2018-10-30,2.0,11.0,64.0,23.0,64.0,Mapusa
2018-01-11,2.0,11.0,66.0,23.0,66.0,Mapusa
2018-07-11,2.0,11.0,52.0,23.0,52.0,Mapusa
2018-09-11,2.0,11.0,68.0,23.0,68.0,Mapusa
2018-11-13,2.0,11.0,90.0,23.0,90.0,Mapusa
2018-11-15,2.0,11.0,77.0,23.0,77.0,Mapusa
2018-11-20,2.0,11.0,28.0,23.0,19.0,Mapusa
2018-11-22,9.0,11.0,84.0,23.0,84.0,Mapusa
2018-11-27,2.0,11.0,94.0,23.0,94.0,Mapusa
2018-11-29,6.0,11.0,186.0,23.0,157.0,Mapusa
2018-04-12,7.0,11.0,85.0,23.0,85.0,Mapusa
2018-06-12,7.0,11.0,162.0,23.0,141.0,Mapusa
2018-11-12,6.0,11.0,100.0,23.0,100.0,Mapusa
2018-12-13,6.0,11.0,48.0,23.0,48.0,Mapusa
2018-12-17,4.0,11.0,124.0,23.0,116.0,Mapusa
2018-12-20,6.0,15.0,62.0,23.0,62.0,Mapusa
2018-12-24,6.0,11.0,96.0,23.0,96.0,Mapusa
2018-12-27,5.0,21.0,83.0,23.0,83.0,Mapusa
2019-01-01,2.0,11.0,117.0,23.0,112.0,Mapusa
